identifier_vote,date,report,desc,title,for,against,abstention,committee,oeil,mepid,lastname,firstname,result,epgroup,party,start,end,birthdate,country,term
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6934,MOŻDŻANOWSKA,Andżelika Anna,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1975-03-20,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7209,MILAZZO,Giuseppe,abstention,ECR,Fratelli d'Italia,2019-07-02,NA,1977-08-21,it,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6931,MAZUREK,Beata,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1967-10-19,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5969,LEGUTKO,Ryszard Antoni,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1949-12-24,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5507,KUŹMIUK,Zbigniew,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1956-09-19,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6925,KRUK,Elżbieta,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1959-11-19,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6530,KRASNODĘBSKI,Zdzisław,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1953-04-11,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6923,KOPCIŃSKA,Joanna,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1967-01-02,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6912,KEMPA,Beata,abstention,ECR,Solidarna Polska Zbigniewa Ziobro,2019-07-02,NA,1966-02-11,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6525,KARSKI,Karol,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1966-05-13,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7151,JURZYCA,Eugen,abstention,ECR,Sloboda a Solidarita,2019-07-02,NA,1958-02-08,sk,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6911,JURGIEL,Krzysztof,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1953-11-18,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6909,JAKI,Patryk,abstention,ECR,Solidarna Polska Zbigniewa Ziobro,2019-07-02,NA,1985-05-11,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5472,FOTYGA,Anna,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1957-01-12,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,4880,FITTO,Raffaele,abstention,ECR,Fratelli d'Italia,2019-07-02,NA,1969-08-28,it,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6998,FIOCCHI,Pietro,abstention,ECR,Fratelli d'Italia,2019-07-02,NA,1964-05-22,it,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5982,FIDANZA,Carlo,abstention,ECR,Fratelli d'Italia,2019-07-02,NA,1976-09-21,it,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5490,CZARNECKI,Ryszard,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1963-01-25,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6895,BRUDZIŃSKI,Joachim Stanisław,abstention,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1968-02-04,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5112,BIELAN,Adam,abstention,ECR,Partia Republikańska,2019-07-02,NA,1974-09-12,pl,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,4978,BERLATO,Sergio,abstention,ECR,Fratelli d'Italia,2020-02-01,NA,1959-07-27,it,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6547,ŠTEFANEC,Ivan,against,EPP,Kresťanskodemokratické hnutie,2019-07-02,NA,1961-09-30,sk,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6698,SALINI,Massimiliano,against,EPP,Forza Italia,2019-07-02,NA,1973-03-11,it,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6346,HÖLVÉNYI,György,against,EPP,Kereszténydemokrata Néppárt,2019-07-02,NA,1962-06-13,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7067,BENJUMEA BENJUMEA,Isabel,against,EPP,Partido Popular,2019-07-02,NA,1982-09-05,es,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7147,UHRÍK,Milan,against,NA,Hnutie Republika,2019-07-02,NA,1984-12-21,sk,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7241,TRÓCSÁNYI,László,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1956-03-06,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6965,TÓTH,Edina,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1975-03-11,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7286,SCHALLER-BAROSS,Ernő,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2021-01-10,NA,NA,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7148,RADAČOVSKÝ,Miroslav,against,NA,Slovak PATRIOT,2019-07-02,NA,1953-09-24,sk,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6676,PAPADAKIS,Kostas,against,NA,Communist Party of Greece,2019-07-02,NA,1975-04-18,gr,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7116,NIKOLAOU-ALAVANOS,Lefteris,against,NA,Communist Party of Greece,2019-07-02,NA,1985-02-07,gr,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6759,MEUTHEN,Jörg,against,ID,Alternative für Deutschland,2019-07-02,NA,1961-06-29,de,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,7119,LAGOS,Ioannis,against,NA,Independent,2019-07-02,NA,1972-09-07,gr,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6001,KÓSA,Ádám,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1975-07-01,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5271,JÁRÓKA,Lívia,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1974-10-06,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6318,HIDVÉGHI,Balázs,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1970-11-28,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5138,GYÜRK,András,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1972-12-02,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6002,GYŐRI,Enikő,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1968-07-17,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5280,GÁL,Kinga,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1970-09-06,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,5998,DEUTSCH,Tamás,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1966-07-27,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6345,DELI,Andor,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1977-05-02,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6343,BOCSKOR,Andrea,against,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1978-08-11,hu,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6882,ZIMNIOK,Bernhard,against,ID,Alternative für Deutschland,2019-07-02,NA,1953-06-21,de,9
140042,2022-02-17T15:02:00Z,B9-0099/2022,Proposition de résolution (ensemble du texte),Resolution on the EU priorities for the 66th session of the UN Commission on the Status of Women,527,68,91,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2536(RSP)&amp;l=en,6610,VILIMSKY,Harald,against,ID,Freiheitliche Partei Österreichs,2019-07-02,NA,1966-07-22,at,9
